text,zone,created_at
"Yo solo quiero que no haya violencia en las calles",Miraflores,2025-12-16T17:15:41Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",Calacoto,2025-12-24T20:05:36Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",San Miguel,2025-12-17T11:19:19Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",Calacoto,2025-12-25T04:52:49Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",Achumani,2025-12-13T04:42:49Z
"LIBRE perdió, la esperanza también un poco",El Alto (Ceja),2025-12-20T00:43:49Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",Miraflores,2025-12-25T08:02:10Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",Calacoto,2025-12-24T04:01:48Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",San Miguel,2025-12-22T14:05:10Z
"La calle está tensa, se siente en el aire",Zona Sur,2025-12-22T11:37:55Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",Sopocachi,2025-12-18T11:25:13Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",San Miguel,2025-12-22T02:12:58Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",Mallasa,2025-12-23T06:55:54Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",Mallasa,2025-12-13T05:14:51Z
"La gente bloqueando otra vez, qué novedad",Achumani,2025-12-17T20:45:58Z
"No puedo dejar de pensar en lo que se viene",Centro,2025-12-23T15:14:27Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto (Ceja),2025-12-24T19:55:58Z
"Tengo miedo de que vengan días peores",Obrajes,2025-12-24T22:34:04Z
"No dormí anoche, me preocupa el país con PDC",San Pedro,2025-12-20T00:18:13Z
"La gente peleando por política y yo solo quiero dormir",Centro,2025-12-14T21:21:19Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Mallasa,2025-12-23T03:02:31Z
"La gente bloqueando otra vez, qué novedad",Miraflores,2025-12-10T20:25:47Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Centro,2025-12-25T19:37:32Z
"Qué caos, qué ansiedad, qué país",Calacoto,2025-12-24T13:17:12Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",Villa Fátima,2025-12-14T23:20:08Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Centro,2025-12-11T01:00:52Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",Mallasa,2025-12-21T04:25:10Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",Achumani,2025-12-11T02:38:36Z
"Qué cansancio mental, solo veo discusiones y odio",San Pedro,2025-12-10T13:49:22Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Miraflores,2025-12-20T12:28:03Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto (Ceja),2025-12-24T02:00:17Z
"LIBRE perdió, la esperanza también un poco",Mallasa,2025-12-10T17:24:04Z
"La gente peleando por política y yo solo quiero dormir",Sopocachi,2025-12-18T11:34:02Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",Mallasa,2025-12-21T16:01:22Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",Calacoto,2025-12-15T02:38:17Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",San Miguel,2025-12-15T19:31:32Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",San Pedro,2025-12-23T17:13:33Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto (Ceja),2025-12-14T22:17:55Z
"No dormí anoche, me preocupa el país con PDC",Sopocachi,2025-12-18T21:50:56Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",Sopocachi,2025-12-25T11:32:51Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",Calacoto,2025-12-22T18:04:08Z
"Qué cansancio mental, solo veo discusiones y odio",San Pedro,2025-12-16T11:55:30Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",Sopocachi,2025-12-11T23:44:15Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",Villa Fátima,2025-12-20T18:54:12Z
"Yo confiaba en LIBRE, ahora todo me da miedo",Miraflores,2025-12-11T14:34:43Z
"La gente bloqueando otra vez, qué novedad",Centro,2025-12-25T05:33:54Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",Achumani,2025-12-20T20:23:13Z
"Tengo miedo de que vengan días peores",Villa Fátima,2025-12-21T22:09:20Z
"Yo solo quiero que no haya violencia en las calles",Miraflores,2025-12-15T09:52:59Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",Zona Sur,2025-12-21T13:53:00Z
"La calle está tensa, se siente en el aire",Zona Sur,2025-12-20T00:33:11Z
"LIBRE perdió, la esperanza también un poco",Villa Fátima,2025-12-24T14:29:15Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",Villa Fátima,2025-12-15T21:34:35Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",Zona Sur,2025-12-16T19:36:14Z
"La gente peleando por política y yo solo quiero dormir",Miraflores,2025-12-19T14:39:13Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",Calacoto,2025-12-17T19:22:05Z
"La calle está tensa, se siente en el aire",Obrajes,2025-12-23T18:44:20Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",Zona Sur,2025-12-10T23:40:51Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",Villa Fátima,2025-12-11T05:53:35Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",Achumani,2025-12-23T12:31:31Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",Obrajes,2025-12-23T14:05:13Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",Calacoto,2025-12-12T09:48:11Z
"Tengo miedo de que vengan días peores",Calacoto,2025-12-20T09:13:20Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Achumani,2025-12-25T17:53:08Z
"No dormí anoche, me preocupa el país con PDC",Calacoto,2025-12-18T22:38:41Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",San Miguel,2025-12-22T11:02:44Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",Achumani,2025-12-10T23:01:16Z
"No dormí anoche, me preocupa el país con PDC",El Alto (Ceja),2025-12-12T04:51:35Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Mallasa,2025-12-21T23:38:53Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",Sopocachi,2025-12-17T00:28:46Z
"No puedo dejar de pensar en lo que se viene",Sopocachi,2025-12-24T03:08:20Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",Obrajes,2025-12-18T19:42:04Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Zona Sur,2025-12-16T22:43:33Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",San Pedro,2025-12-23T11:33:27Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto (Ceja),2025-12-18T08:48:52Z
"No puedo dejar de pensar en lo que se viene",Sopocachi,2025-12-22T09:56:17Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",San Pedro,2025-12-23T16:39:59Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",San Pedro,2025-12-25T18:30:08Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",Mallasa,2025-12-13T16:13:38Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Zona Sur,2025-12-12T05:34:17Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",Centro,2025-12-23T15:30:40Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Sopocachi,2025-12-23T19:50:21Z
"La calle está tensa, se siente en el aire",Villa Fátima,2025-12-10T22:13:21Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Sopocachi,2025-12-19T19:24:18Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Calacoto,2025-12-20T06:44:34Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",Mallasa,2025-12-17T07:00:11Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",Sopocachi,2025-12-14T04:31:11Z
"Qué cansancio mental, solo veo discusiones y odio",San Miguel,2025-12-13T09:56:35Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",Zona Sur,2025-12-12T05:55:00Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Miraflores,2025-12-10T18:33:21Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",Mallasa,2025-12-19T17:49:06Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Mallasa,2025-12-22T03:57:37Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",Villa Fátima,2025-12-23T02:50:58Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",Obrajes,2025-12-20T07:45:37Z
"PDC ganó, sí, pero ¿a qué costo emocional?",Miraflores,2025-12-19T21:21:28Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",Miraflores,2025-12-18T23:24:51Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Calacoto,2025-12-12T12:19:11Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Calacoto,2025-12-23T07:54:32Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Obrajes,2025-12-12T00:02:42Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",Sopocachi,2025-12-18T21:07:01Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",Miraflores,2025-12-21T15:41:48Z
"La gente bloqueando otra vez, qué novedad",Miraflores,2025-12-13T23:00:13Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",Calacoto,2025-12-11T04:46:12Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",Mallasa,2025-12-23T08:45:59Z
"Qué cansancio mental, solo veo discusiones y odio",Obrajes,2025-12-15T06:32:19Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",Mallasa,2025-12-19T08:47:42Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",Calacoto,2025-12-17T16:03:26Z
"La gente peleando por política y yo solo quiero dormir",Mallasa,2025-12-24T10:12:36Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",Miraflores,2025-12-10T21:35:55Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",El Alto (Ceja),2025-12-11T18:27:55Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",Sopocachi,2025-12-18T10:15:37Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",Villa Fátima,2025-12-21T20:50:45Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",Achumani,2025-12-22T01:56:35Z
"Yo confiaba en LIBRE, ahora todo me da miedo",Calacoto,2025-12-24T01:26:00Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",San Pedro,2025-12-20T05:22:07Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Achumani,2025-12-14T21:58:55Z
"La gente bloqueando otra vez, qué novedad",Centro,2025-12-14T13:47:52Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Villa Fátima,2025-12-25T21:04:17Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",Centro,2025-12-25T10:24:33Z
"PDC ganó, sí, pero ¿a qué costo emocional?",Miraflores,2025-12-23T04:12:59Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",Sopocachi,2025-12-16T15:52:03Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",Obrajes,2025-12-22T17:27:19Z
"La gente bloqueando otra vez, qué novedad",Obrajes,2025-12-14T06:48:34Z
"Qué cansancio mental, solo veo discusiones y odio",San Pedro,2025-12-11T13:57:41Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Obrajes,2025-12-13T02:20:49Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto (Ceja),2025-12-16T12:11:09Z
"La gente bloqueando otra vez, qué novedad",Mallasa,2025-12-23T18:51:53Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Villa Fátima,2025-12-22T05:47:33Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",Miraflores,2025-12-22T19:33:53Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",Obrajes,2025-12-17T04:46:44Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Sopocachi,2025-12-21T21:23:23Z
"Yo solo quiero que no haya violencia en las calles",Achumani,2025-12-13T21:13:33Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",Sopocachi,2025-12-20T16:33:14Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",Zona Sur,2025-12-23T23:40:09Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",Calacoto,2025-12-21T12:39:55Z
"No puedo dejar de pensar en lo que se viene",Mallasa,2025-12-14T17:30:45Z
"Yo solo quiero que no haya violencia en las calles",San Miguel,2025-12-25T12:36:40Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",Villa Fátima,2025-12-16T14:54:59Z
"Qué cansancio mental, solo veo discusiones y odio",San Miguel,2025-12-22T09:14:09Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",Mallasa,2025-12-17T10:46:10Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",Villa Fátima,2025-12-12T20:06:41Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Miraflores,2025-12-19T22:47:46Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto (Ceja),2025-12-19T12:34:50Z
"No puedo dejar de pensar en lo que se viene",Centro,2025-12-24T11:55:51Z
"La calle está tensa, se siente en el aire",Centro,2025-12-15T09:32:33Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Sopocachi,2025-12-19T06:18:20Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",Calacoto,2025-12-18T18:05:52Z
"No dormí anoche, me preocupa el país con PDC",San Pedro,2025-12-25T06:07:32Z
"Qué cansancio mental, solo veo discusiones y odio",San Pedro,2025-12-19T14:14:23Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",San Pedro,2025-12-19T08:35:41Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",San Pedro,2025-12-18T18:32:33Z
"La calle está tensa, se siente en el aire",El Alto (Ceja),2025-12-12T18:54:32Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Centro,2025-12-22T01:02:44Z
"No dormí anoche, me preocupa el país con PDC",Calacoto,2025-12-15T10:18:21Z
"Qué cansancio mental, solo veo discusiones y odio",Calacoto,2025-12-21T07:51:44Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Achumani,2025-12-20T12:25:43Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Zona Sur,2025-12-13T00:02:14Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",Miraflores,2025-12-23T01:39:32Z
"No puedo dejar de pensar en lo que se viene",San Miguel,2025-12-11T08:02:00Z
"No puedo dejar de pensar en lo que se viene",San Miguel,2025-12-15T10:53:31Z
"La gente bloqueando otra vez, qué novedad",Mallasa,2025-12-12T04:04:14Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",San Miguel,2025-12-19T06:35:46Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",Villa Fátima,2025-12-22T00:19:50Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",Villa Fátima,2025-12-17T11:03:17Z
"La calle está tensa, se siente en el aire",Obrajes,2025-12-14T07:39:22Z
"Tengo miedo de que vengan días peores",Obrajes,2025-12-24T00:17:37Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",San Pedro,2025-12-19T02:38:43Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Centro,2025-12-18T23:33:09Z
"Qué cansancio mental, solo veo discusiones y odio",Zona Sur,2025-12-15T19:02:50Z
"No dormí anoche, me preocupa el país con PDC",Zona Sur,2025-12-14T03:59:15Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",Achumani,2025-12-19T17:00:49Z
"LIBRE perdió, la esperanza también un poco",San Miguel,2025-12-22T15:51:49Z
"Qué caos, qué ansiedad, qué país",San Miguel,2025-12-22T17:37:49Z
"Qué cansancio mental, solo veo discusiones y odio",Villa Fátima,2025-12-15T23:04:44Z
"La calle está tensa, se siente en el aire",Obrajes,2025-12-20T07:46:31Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",San Miguel,2025-12-15T09:46:27Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",Sopocachi,2025-12-17T19:17:56Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Zona Sur,2025-12-15T02:46:06Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",San Pedro,2025-12-20T15:54:12Z
"No dormí anoche, me preocupa el país con PDC",San Pedro,2025-12-17T07:06:30Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Sopocachi,2025-12-18T05:19:45Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",San Miguel,2025-12-25T13:32:37Z
"PDC ganó, sí, pero ¿a qué costo emocional?",San Miguel,2025-12-16T14:20:26Z
"LIBRE perdió, la esperanza también un poco",Obrajes,2025-12-22T14:46:59Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",Miraflores,2025-12-19T12:38:59Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Zona Sur,2025-12-22T22:31:27Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",Zona Sur,2025-12-22T09:05:13Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",San Miguel,2025-12-17T22:51:50Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",San Pedro,2025-12-25T18:17:10Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",San Miguel,2025-12-11T14:39:54Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",Achumani,2025-12-19T07:13:14Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",Sopocachi,2025-12-19T18:06:53Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Sopocachi,2025-12-14T19:56:49Z
"La gente bloqueando otra vez, qué novedad",Obrajes,2025-12-12T05:04:15Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",Centro,2025-12-12T01:09:35Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",San Miguel,2025-12-25T11:59:58Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",Mallasa,2025-12-10T18:54:37Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",Sopocachi,2025-12-21T14:19:27Z
"La gente bloqueando otra vez, qué novedad",Zona Sur,2025-12-16T13:40:27Z
"La gente bloqueando otra vez, qué novedad",San Miguel,2025-12-15T13:12:37Z
"La calle está tensa, se siente en el aire",Sopocachi,2025-12-18T08:29:16Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Obrajes,2025-12-24T02:10:01Z
"La gente bloqueando otra vez, qué novedad",San Miguel,2025-12-22T18:52:31Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",Achumani,2025-12-23T23:55:25Z
"La gente peleando por política y yo solo quiero dormir",San Miguel,2025-12-13T00:55:26Z
"LIBRE perdió, la esperanza también un poco",San Pedro,2025-12-22T03:10:16Z
"Qué caos, qué ansiedad, qué país",Calacoto,2025-12-23T09:40:25Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",Mallasa,2025-12-25T11:56:39Z
"LIBRE perdió, la esperanza también un poco",Miraflores,2025-12-20T02:07:29Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",San Miguel,2025-12-24T20:29:44Z
"La gente peleando por política y yo solo quiero dormir",San Pedro,2025-12-16T15:09:04Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto (Ceja),2025-12-22T20:14:47Z
"Yo confiaba en LIBRE, ahora todo me da miedo",Achumani,2025-12-16T21:34:16Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",San Pedro,2025-12-11T02:42:41Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",Sopocachi,2025-12-20T17:07:02Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",Calacoto,2025-12-13T19:43:33Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",Miraflores,2025-12-24T15:18:07Z
"Qué cansancio mental, solo veo discusiones y odio",Villa Fátima,2025-12-21T19:29:24Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",San Miguel,2025-12-25T17:50:48Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",San Miguel,2025-12-19T22:30:35Z
"No puedo dejar de pensar en lo que se viene",Obrajes,2025-12-11T17:01:34Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",Obrajes,2025-12-20T22:03:02Z
"Tengo miedo de que vengan días peores",Zona Sur,2025-12-21T07:10:52Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",Miraflores,2025-12-15T11:09:07Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",San Pedro,2025-12-12T16:19:09Z
"No puedo dejar de pensar en lo que se viene",San Pedro,2025-12-23T14:12:08Z
"El costo del pasaje para ir a ver a la familia subió otra vez. ¡Navidad de lujo!",Achumani,2025-12-16T03:57:31Z
text,zone,created_at
"La calle está tensa, se siente en el aire",El Alto,2025-12-10T09:36:20Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",El Alto,2025-12-22T22:28:50Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",El Alto,2025-12-16T00:53:20Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-13T01:01:37Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-18T17:27:39Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-21T17:01:59Z
"Dos horas en la fila para comprar el panetón de la panadería famosa. ¿Vale la pena?",La Paz,2025-12-24T13:01:10Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-13T00:15:12Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-22T09:37:00Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-12T05:07:52Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-18T05:24:42Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-25T00:28:11Z
"Ganó PDC y mi mamá ya está comprando víveres como si fuera guerra",El Alto,2025-12-10T19:35:49Z
"No dormí anoche, me preocupa el país con PDC",La Paz,2025-12-19T23:42:15Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-18T01:15:55Z
"Me preocupa no tener estabilidad laboral con este gobierno nuevo",El Alto,2025-12-15T13:18:07Z
"Ya me robaron el celular en la 16 de Julio. ¡Cuidado con la seguridad en estas fechas!",El Alto,2025-12-11T22:26:27Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-19T16:07:12Z
"El tráfico en el centro es insoportable, ¡la gente está loca por las compras!",El Alto,2025-12-12T02:58:25Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",La Paz,2025-12-17T15:55:32Z
"Hay que comprar todo antes de que suba más. ¡Es una carrera contra la inflación!",La Paz,2025-12-24T17:00:40Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-19T08:46:09Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-12T22:48:10Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-11T14:57:32Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",La Paz,2025-12-10T17:29:41Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-24T05:35:00Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",La Paz,2025-12-15T22:24:27Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",La Paz,2025-12-15T13:41:05Z
"LIBRE perdió, la esperanza también un poco",La Paz,2025-12-12T09:09:57Z
"La lluvia de la tarde arruinó mi paseo por la Illampu. ¡Caos total!",La Paz,2025-12-24T13:41:43Z
"La gente bloqueando otra vez, qué novedad",La Paz,2025-12-25T05:14:04Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-24T09:24:45Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-18T11:37:33Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",El Alto,2025-12-25T20:00:18Z
"¿Alguien más siente vacío después de las elecciones o solo yo?",La Paz,2025-12-13T11:26:20Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-19T18:11:38Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-25T12:58:50Z
"Solo quiero que pase el 24 para volver a la calma. Demasiada gente en la calle.",El Alto,2025-12-21T18:30:18Z
"No sé si reírme o llorar con los resultados",La Paz,2025-12-19T18:37:57Z
"La gente peleando por política y yo solo quiero dormir",La Paz,2025-12-16T22:55:03Z
"Fui a la feria y los juguetes importados duplicaron su precio. ¿Cómo le explico a mi hijo?",El Alto,2025-12-20T23:58:41Z
"Los precios del panetón están por las nubes, ¡es especulación pura!",La Paz,2025-12-25T18:03:27Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-10T21:16:28Z
"No he terminado de envolver ni un regalo. ¡El estrés navideño me está matando!",El Alto,2025-12-10T15:07:14Z
"La canasta navideña de este año va a ser solo de aire, ¡qué caro está todo!",El Alto,2025-12-19T23:29:58Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-24T12:05:09Z
"La calle está tensa, se siente en el aire",La Paz,2025-12-16T17:10:08Z
"Ansiedad, incertidumbre y PDC… combinación peligrosa",La Paz,2025-12-14T07:46:07Z
"El pavo está incomprable, creo que haremos pollo a la broaster nomás.",La Paz,2025-12-15T08:15:23Z
"Yo solo quiero que no haya violencia en las calles",La Paz,2025-12-10T22:55:16Z
"Qué cansancio mental, solo veo discusiones y odio",El Alto,2025-12-20T10:28:11Z
"LIBRE perdió, la esperanza también un poco",El Alto,2025-12-19T03:37:32Z
